,smiles,mol_id,toxic
5875,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,TOX3487,0
5876,O=C(CCBr)N1CCN(C(=O)CCBr)CC1,TOX3485,1
5877,CCCc1ccc(O)cc1,TOX2100,1
5878,CCC(CO)(CO)CO,TOX6448,0
5879,CCC(C)N,TOX2284,0
5880,Cc1cccc(Nc2ncccc2C(=O)O)c1C,TOX25694,1
5881,Cc1cccc(C)c1Nc1ncccc1C(=O)O,TOX25693,1
5882,O=C(NCCO[N+](=O)[O-])c1cccnc1,TOX25692,0
5883,Cc1cccc(C(C)c2c[nH]cn2)c1C,TOX25691,1
5885,COC(C)(C)OC,TOX6441,0
5887,CCCCCCOc1ccc(N)cc1,TOX2288,1
5888,O=C(NCCc1c[nH]c2ccccc12)c1cccnc1,TOX25698,1
5889,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,TOX5258,1
5890,CN(C)c1nc(N(C)C)nc(N(C)C)n1,TOX2579,0
5891,Nc1ccc(-c2ccc(F)cc2)cc1,TOX631,1
5892,CCC[N+](=O)[O-],TOX980,0
5893,CC(C)[N+](=O)[O-],TOX981,0
5894,O=C(O)CC[N+](=O)[O-],TOX982,0
5895,O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34,TOX983,1
5896,C=CCN(C1=NCCN1)c1c(Cl)cccc1Cl,TOX2571,1
5897,Oc1ncnc2[nH]ncc12,TOX2573,0
5898,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,TOX2574,1
5900,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,TOX5257,1
5902,Clc1cc(Cl)c(Cl)c(Cl)c1,TOX6089,1
5903,CCCOC/C(=N\c1ccc(Cl)cc1C(F)(F)F)n1ccnc1,TOX12500,1
5906,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,TOX25348,1
5907,CC[C@@H](CO)NCCN[C@@H](CC)CO,TOX25345,0
5909,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,TOX25347,0
5910,Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)CCC2,TOX25346,0
5911,CC(C)(C)NCC(O)c1cc(O)cc(O)c1.CC(C)(C)NCC(O)c1cc(O)cc(O)c1,TOX25437,0
5915,NCC(CC(=O)O)c1ccc(Cl)cc1,TOX2641,0
5916,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],TOX3899,1
5917,CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,TOX14653,1
5918,Nc1ccc(/N=N/c2ccc(-c3ccc(/N=N/c4c(S(=O)(=O)[O-])cc5cc(S(=O)(=O)[O-])c(/N=N/c6ccccc6)c(O)c5c4N)cc3)cc2)c(N)c1,TOX184,1
5920,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,TOX182,1
5921,CCCCCCCC/C=C\CCCCCCCC(=O)OCCOC(=O)CCCCCCC/C=C\CCCCCCCC,TOX7716,1
5922,CCCCCCCC/C=C\CCCCCCCCOCCO,TOX7714,1
5923,CCCCCCCC/C=C\CCCCCCCC(=O)OCCO,TOX7713,1
5924,O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1,TOX24381,1
5925,Oc1c(I)cc(I)c2cccnc12,TOX3155,1
5928,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1,TOX3624,1
5930,Nc1ccc(S(N)(=O)=O)cc1,TOX3622,1
5931,O=C1OC(c2ccc(O)c(S(=O)(=O)[O-])c2)(c2ccc(O)c(S(=O)(=O)[O-])c2)c2c(Br)c(Br)c(Br)c(Br)c21,TOX3621,1
5933,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,TOX3159,1
5934,C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,TOX3158,1
5937,O=C([O-])CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,TOX4747,0
5938,CC1=CC2C3CC(C=C3C)C2C1,TOX7902,1
5939,Nc1ccc2cc3ccc(N)cc3nc2c1.Nc1ccc2cc3ccc(N)cc3nc2c1,TOX23777,1
5940,C/C(=C\C(C)CC(C)CC(C)C)C1CC(=O)OC1=O,TOX7905,1
5941,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,TOX17303,1
5942,[Br-].[Na+],TOX14903,0
5943,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,TOX4845,1
5946,[Co+2].c1cc[cH-]c1.c1cc[cH-]c1,TOX4840,1
5947,CC(C)Oc1ccccc1O,TOX21431,0
5948,Cc1ccc2c(c1)C(=O)c1ccccc1C2=O,TOX21439,1
5949,CC12CCC(CC1=O)C2(C)C,TOX10955,0
5950,COC(OC)C(C)c1ccccc1,TOX27109,0
5952,O=C1[N-]S(=O)(=O)c2ccccc21.O=C1[N-]S(=O)(=O)c2ccccc21,TOX27459,0
5954,O=C1OC(=O)C2C3C=CC(C3)C12,TOX27456,0
5956,CC1(C)OC[C@@H]2O[C@@]3(C(=O)O)OC(C)(C)O[C@H]3[C@@H]2O1,TOX27454,0
5957,C1CCN(CN2CCCCC2)CC1,TOX27453,0
5962,O=C(O)c1cccc([N+](=O)[O-])c1,TOX5737,0
5963,O=C(O)c1ccccc1[N+](=O)[O-],TOX5738,0
5964,CN(C)c1ccc(C(c2ccccc2)c2ccc(N(C)C)cc2)cc1,TOX11531,1
5967,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,TOX26850,0
5968,CCCCCCCCCCOc1cc2c(O)c(C(=O)OCC)cnc2cc1OCC,TOX26851,0
5969,CC(C)OC(=O)Nc1ccc2[nH]c(-c3cscn3)nc2c1,TOX26852,1
5970,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21,TOX26853,1
5976,O=C([O-])c1ccccc1C(=O)O,TOX22167,0
5977,N#C/C=C/C#N,TOX5342,1
5978,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,TOX6294,1
5979,Cc1ccc(Nc2ccc(O)c3c2C(=O)c2ccccc2C3=O)cc1,TOX6293,1
5984,CC(C)CC(=O)CC(C)C,TOX5080,1
5986,CC(=O)C=Cc1ccco1,TOX5345,0
5987,COc1cc(CC(C)N)cc2c1OCO2,TOX28816,0
5988,CC(Cc1ccc2c(c1)OCO2)NO,TOX28817,0
5991,COc1ccc(OC)c(CC(C)N)c1,TOX28812,0
5992,CC1(C)C2CC[C@]3(C)[C@H](C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@]43C)[C@@]2(C)CC[C@@H]1O[C@H]1O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,TOX28951,1
5994,O=C(NC(O)C(Cl)(Cl)Cl)NC(O)C(Cl)(Cl)Cl,TOX21852,0
5996,CNC(C)Cc1ccc2c(c1)OCO2,TOX28819,1
5997,CC=Cc1ccc(OC)cc1,TOX86,0
5998,C/C=C/c1ccc(OC)cc1,TOX87,0
5999,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,TOX81,0
6001,OC[C@@H](O)[C@H]1O[C@@H]2O[C@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O,TOX88,0
6002,CC=C(CC)C(=O)NC(N)=O,TOX28950,1
6004,NNCCc1ccccc1,TOX1144,1
6006,NNc1ccccc1,TOX1148,1
6007,CNC[C@H](O)c1cccc(O)c1,TOX1142,0
6008,CC(O)CN(CC(C)O)CC(C)O,TOX1415,1
6009,NC(Cc1c[nH]c2ccccc12)C(=O)O,TOX1418,1
6010,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,TOX1419,1
6011,C=CC(=O)OCC(C)O,TOX2143,1
6012,COC1=CC(=O)O[C@@H](/C=C/c2ccccc2)C1,TOX13595,1
6013,Nc1cc(S(=O)(=O)O)ccc1S(=O)(=O)O,TOX24751,0
6016,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,TOX3369,1
6017,C=CCOC(=O)CCC1CCCCC1,TOX24755,0
6018,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,TOX3819,0
6019,CC(C)CCOC(=O)CC(C)C,TOX24757,0
6020,CC1=CC[C@H](CC=O)C1(C)C,TOX24756,0
6022,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,TOX3363,1
6023,C(=NC1CCCCC1)=NC1CCCCC1,TOX3817,1
6024,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,TOX3810,1
6025,OCc1cccnc1,TOX3367,0
6026,O=C(OCC(COC(=O)c1cccnc1)(COC(=O)c1cccnc1)COC(=O)c1cccnc1)c1cccnc1,TOX3364,0
6027,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=S(=O)(O)c1ccccc1,TOX23909,1
6029,CCCCN(CCCC)C(=O)N(CCCC)CCCC,TOX23902,1
6030,OC1OCCOC1O,TOX18824,0
6031,CC(C)(COC(=O)c1ccccc1)COC(=O)c1ccccc1,TOX18822,1
6032,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@]1(C)[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]21,TOX31444,1
6033,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,TOX373,1
6034,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,TOX372,1
6035,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,TOX371,0
6036,CN(C)NC(=O)CCC(=O)O,TOX370,1
6037,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,TOX375,1
6038,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,TOX374,1
6039,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O,TOX379,1
6040,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,TOX378,1
6041,O=C1NC(=O)[C@@H]2CC=CC[C@H]12,TOX21220,0
6043,Nc1ccc(O)c(C(=O)O)c1,TOX4506,1
6044,CCCCCCCCOS(=O)(=O)[O-],TOX16226,0
6050,C[C@]12CC[C@H]3[C@@H](CCC4=C(Cl)C(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,TOX26192,1
6051,COc1cc(C(=S)N2CCOCC2)cc(OC)c1OC,TOX26195,0
6052,CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C,TOX26626,1
6053,CCOc1ccc(NC(=S)Nc2ccc(OCC)cc2)cc1,TOX26197,1
6056,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,TOX26198,1
6057,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,TOX26628,1
6058,COc1cccc(OC)c1C(=O)O,TOX26999,0
6060,COc1ccc2cc(S(=O)(=O)N[C@H](CC(=O)N[C@H](Cc3ccc(CN4[C@@H](C)CCC[C@H]4C)cc3)C(=O)N(C)C(C)C)c3ccc4c(c3)OCO4)ccc2c1,TOX27351,1
6062,CCOC(=N)CC(=O)OCC,TOX26994,0
6064,C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,TOX26445,1
6065,Nc1nc(NC2CC2)c2ncn([C@@H]3C=C[C@@H](CO)C3)c2n1,TOX26444,1
6067,C#CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1,TOX26442,0
6069,O=C(O)C(=O)Cc1ccccc1,TOX22281,1
6070,CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,TOX22280,1
6071,CCOP(=O)(N=C1SCCS1)OCC,TOX22285,0
6072,O=C1[C@H]2CCCC[C@H]2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,TOX26449,1
6073,O=C([O-])C[C@H](O)CC(O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,TOX26448,1
6074,CC(=O)S[C@H](C(=O)N[C@H]1Cc2ccccc2[C@H]2CCC[C@@H](C(=O)O)N2C1=O)C(C)C,TOX27356,0
6075,CCc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Br)cc1,TOX27357,1
6077,Brc1ccccc1-c1ccccc1,TOX4638,0
6083,Brc1ccccc1,TOX4637,0
6085,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,TOX20668,1
6086,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,TOX20661,0
6087,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,TOX20662,1
6088,CC=CC(=O)N(CC)c1ccccc1C,TOX20664,0
6090,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C,TOX28485,1
6092,Cc1cc(F)ccc1-c1cc(N2CC[C@@H](O)[C@H]2CO)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,TOX28487,1
6093,O=C(CCCCCCCCc1cccnc1)N1CCC(C=C(c2ccccc2)c2ccccc2)CC1,TOX28486,1
6094,Cn1c(=O)cc(Oc2ccc(F)cc2F)c2cnc(NCC(C)(C)O)nc21,TOX28481,1
6095,CS(=O)(=O)c1ccc([C@@H](CC2CCCC2)C(=O)Nc2cnccn2)cc1Cl,TOX28480,1
6096,CCCN(C1CCN(C(=O)C2CCNCC2)CC1)[C@@H]1CCc2ccc(OC)cc2C1,TOX28483,1
6098,CC1(C)SC(C)(C)SC(C)(C)S1,TOX27712,0
6099,CC(=O)OC(c1ccccc1)C(Cl)(Cl)Cl,TOX27714,1
6101,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)C=CC=CC=C1C,TOX20599,1
6102,O=C(O)CSCC(=O)NC1CCSC1=O,TOX28661,0
6104,CC(C)=CCOc1c2occc2cc2ccc(=O)oc12,TOX28663,1
6107,N=C(N)NCCCCNC(=N)N,TOX28664,1
6109,O=C(O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O,TOX28666,0
6110,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,TOX28668,1
6112,C=CCn1cc[n+](C)c1,TOX27904,0
6114,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,TOX2777,1
6115,CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,TOX2774,1
6116,CCCCCC(=O)O,TOX1607,0
6117,O=C(O)CCCCC(=O)O,TOX1605,0
6118,CCCCCC=O,TOX1604,0
6119,CCCCCC/C=C/CCCCCCCC(=O)O,TOX1603,1
6120,CCCCCCCCCCCCCCCC(=O)O,TOX1602,1
6121,O=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,TOX1601,0
6122,CCCCCCC(=O)O,TOX1600,0
6123,CCCC(=O)CC,TOX1608,1
6124,CC(C)C#N,TOX6461,1
6125,CCOC(=O)c1ccccc1N,TOX5272,0
6126,CCNc1ccccc1,TOX5271,0
6127,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,TOX2556,0
6128,Nc1ncnc2[nH]cnc12,TOX2557,1
6130,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,TOX2558,0
6132,N#Cc1ccc(C2CCCc3cncn32)cc1,TOX618,1
6133,CN(C)c1ccc(N=NS(=O)(=O)[O-])cc1,TOX619,1
6134,CC[N+](=O)[O-],TOX969,0
6135,O=C(O)c1ccc([N+](=O)[O-])cc1,TOX966,0
6136,CCCC[N+](=O)[O-],TOX967,0
6137,O=[N+]([O-])c1ccccc1,TOX964,0
6138,O=[N+]([O-])c1ccc2[nH]cnc2c1,TOX965,1
6139,COc1ccccc1[N+](=O)[O-],TOX962,0
6140,CNC(=O)O/N=C/C(C)(C)S(C)=O,TOX13161,0
6141,O=[N+]([O-])c1ccc2c3c(cccc13)CC2,TOX960,1
6143,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,TOX12569,0
6144,CCCCc1ccc2[nH]c(NC(=O)OC)nc2c1,TOX25410,1
6149,CCN(CC)c1cc(C)nc2ncnn12,TOX25416,0
6151,CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,TOX14674,1
6152,CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,TOX14676,1
6155,Oc1c(Br)cc(Br)cc1Br,TOX1959,1
6156,CCOC(=O)c1ccccc1O,TOX1958,0
6157,O=C(Oc1ccccc1)c1ccccc1O,TOX1957,1
6158,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,TOX1956,0
6159,CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,TOX1953,1
6160,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,TOX1952,1
6161,Cc1ccc(S(=O)(=O)[O-])cc1.[Na+],TOX7736,0
6164,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,TOX3603,0
6165,O=C(O)CCC(=O)O,TOX3602,0
6167,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,TOX3607,0
6169,N=C(N)NS(=O)(=O)c1ccc(N)cc1,TOX3609,0
6170,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,TOX3608,0
6171,CCCCC(CC)COC(=O)CS,TOX7656,0
6173,C=C(C)C(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,TOX7653,0
6174,C=CC[N+](C)(C)CC=C,TOX7650,0
6175,CCOC(=O)/C=C(C)/C=C/C[C@@H](C)CCCC(C)C,TOX15784,1
6176,COC(C)(C)CCC[C@H](C)C/C=C/C(C)=C/C(=O)OC(C)C,TOX15783,1
6177,CCCCCCCCS(=O)(=O)Cl,TOX7658,1
6179,O=C([O-])C(Cl)(Cl)Cl,TOX14924,0
6181,CCC(C)(C)C(=O)OC1=C(c2cc(Cl)cc(Cl)c2)C(=O)OC12CCCCC2,TOX14928,1
6182,CCCCCCCCCCC1CO1,TOX5243,0
6183,CCC(CC)C(=O)O,TOX21418,0
6184,CCC(CO)(CO)[N+](=O)[O-],TOX21417,0
6186,Cc1cc(Br)ccc1NC(=O)CCl,TOX21411,1
6187,C=C(C)[C@@H]1CC=C(C)C(=O)C1,TOX21413,0
6188,O=C(CCl)NCO,TOX21412,1
6191,O=C(CN1CCN(Cc2ccc3c(c2)OCO3)CC1)N1c2ccccc2Sc2ccccc21,TOX26296,1
6192,O=[N+]([O-])c1cccc(S(=O)(=O)NCCNS(=O)(=O)c2cccc([N+](=O)[O-])c2)c1,TOX26297,1
6199,C#CC1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,TOX27477,1
6200,c1csc(SSc2cccs2)c1,TOX27476,1
6203,CC(=O)N1CCN(c2ccc(O)cc2)CC1,TOX31593,1
6210,C=CC(C)(O)CCCC(C)CCCC(C)CCCC(C)C,TOX5474,0
6211,CCCCCCCCCCCCCCN(C)C,TOX6927,0
6212,CCCCCCCCCCCCCCO,TOX6926,0
6213,CCCCCCCCCCCCCCCCN(C)C,TOX6924,0
6214,OCCOCCOCCOCCO,TOX6922,1
6215,CCCCCCOCCOCCO,TOX6921,0
6216,CC(C)CC(C)CC(O)CC(C)C,TOX9159,0
6217,OCCN1CCN(CCO)CC1,TOX9158,0
6218,CCCCCC(C=O)=Cc1ccccc1,TOX9157,1
6219,O=C1CCCC1,TOX9154,0
6220,O=C(OCc1ccccc1)c1ccccc1,TOX9153,0
6221,COc1ccc(C)cc1[N+](=O)[O-],TOX9152,0
6222,CCC(N)(CO)CO,TOX9150,0
6223,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],TOX5715,1
6224,O=C1c2ccccc2C(=O)C1(O)O,TOX5716,1
6225,O=C(Cl)C(Cl)(Cl)Cl,TOX14070,0
6226,CCC/C=C/C=C/C(=O)O[C@H]1/C(=C/C(=O)OC)C[C@H]2C[C@H]([C@@H](C)O)OC(=O)C[C@H](O)C[C@@H]3C[C@H](OC(C)=O)C(C)(C)[C@](O)(C[C@@H]4C/C(=C/C(=O)OC)C[C@H](C=CC(C)(C)[C@]1(O)O2)O4)O3,TOX26876,1
6227,Oc1ccc([Hg]Cl)cc1,TOX26872,1
6228,COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O,TOX26870,1
6230,COC(=O)CC(=O)C(C)(C)C,TOX22149,0
6231,COC(=O)c1cc(Cl)cc(Cl)c1,TOX22146,0
6233,COC(=O)Cc1cccc2ccccc12,TOX22143,0
6235,Nc1cccc(N)n1,TOX20127,1
6236,Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1O,TOX20436,0
6237,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,TOX28624,1
6238,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-].CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-],TOX20438,1
6241,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)([O-])[O-],TOX28879,1
6242,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,TOX28874,1
6244,COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)C[C@@H](C)[C@](C)(O)C2,TOX28876,1
6245,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,TOX28870,1
6246,O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl,TOX28871,1
6248,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,TOX28873,1
6251,CC(Cl)(Cl)Cl,TOX1381,0
6252,Oc1c(Cl)cc(Cl)cc1Cl,TOX1386,1
6253,CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,TOX1387,1
6254,FC(Cl)(Cl)Cl,TOX1384,1
6255,O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,TOX1385,1
6256,O=C(O)COc1cc(Cl)c(Cl)cc1Cl,TOX1388,1
6257,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,TOX1389,1
6258,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,TOX25646,1
6260,O=C(Cl)c1ccccc1,TOX6631,0
6262,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,TOX17522,1
6265,CCCCCCCCS(=O)C(C)Cc1ccc2c(c1)OCO2,TOX1168,1
6266,CC(=O)c1ccccn1,TOX4409,0
6267,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,TOX1166,1
6269,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,TOX1162,0
6271,Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,TOX1160,1
6272,C=C(C)C(=O)OCCO,TOX2128,0
6273,C=CC(=O)OCCO,TOX2123,1
6274,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,TOX2121,0
6275,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,TOX2120,1
6276,Oc1ccc(Oc2ccccc2)cc1,TOX2127,1
6278,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,TOX3835,1
6280,CCOc1cc([N+](=O)[O-])c(OCC)cc1N1CCOCC1,TOX24737,1
6282,CN(C)CCOCCN(C)CCO,TOX24734,0
6283,O=C([O-])c1cccc([N+](=O)[O-])c1,TOX24733,0
6284,O=C1NC(=O)c2cccc3cccc1c23,TOX24731,1
6285,CCOC(=O)C1=NN(c2ccccc2)C(=O)C1,TOX24738,1
6286,C=C[Si]1(C)O[Si](C)(C=C)O[Si](C)(C=C)O[Si](C)(C=C)O1,TOX18808,1
6287,CCCCOC(=O)CCC(C)=O,TOX18800,0
6288,c1ccc(CNc2ncnc3c2ncn3C2CCCCO2)cc1,TOX18801,1
6289,Cc1ccc(N)c([N+](=O)[O-])c1,TOX5632,1
6292,CNc1ccc([N+](=O)[O-])cc1,TOX5635,1
6293,Nc1ccc(/N=N/c2ccc(N)cc2)cc1,TOX399,1
6294,CC1=CCC2CC1C2(C)C,TOX6501,0
6296,C=CCOC(=O)c1ccccc1C(=O)OCC=C,TOX392,1
6297,Oc1cccc(O)c1O,TOX5983,1
6298,S=C1NCCN1,TOX601,1
6299,O=[N+]([O-])c1ccc2c(c1)Cc1ccccc1-2,TOX971,1
6302,O=c1c(-c2ccccc2)c1-c1ccccc1,TOX26545,1
6304,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,TOX972,1
6307,NC(=O)CCCCC1CCSS1,TOX26541,1
6308,CCOC(=O)CC#N,TOX6718,0
6311,COC(=O)CC(C)=O,TOX6716,0
6313,CCc1ccc(CC)cc1,TOX6711,0
6314,OCC1CCC(CO)CC1,TOX6712,0
6315,C=C(C)C(=O)OCCN(CC)CC,TOX6713,0
6316,CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,TOX26608,1
6317,O=P([O-])([O-])OC[C@@]1(O)O[C@H](COP(=O)([O-])O)[C@@H](O)[C@@H]1O,TOX26601,1
6318,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,TOX26600,1
6320,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,TOX26602,1
6323,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,TOX26606,1
6324,CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],TOX4245,1
