,smiles,toxic
1339,O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,1
4461,C=C(NC(=O)C(=C)NC(=O)c1csc(C2=NC3c4csc(n4)C4NC(=O)c5csc(n5)C(C(C)(O)C(C)O)NC(=O)C5CSC(=N5)/C(=C\C)NC(=O)C(C(C)O)NC(=O)c5csc(n5)C3(CC2)NC(=O)C(C)NC(=O)C(=C)NC(=O)C(C)NC(=O)C(C(C)CC)NC2C=Cc3c(C(C)O)cc(nc3C2O)C(=O)OC4C)n1)C(N)=O,1
1073,O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,1
3071,C=CC=O,1
1159,CCCn1cc[n+](C)c1,0
522,NC(=S)Nc1ccccc1,0
3588,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
637,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,1
2774,CC1(N)CCC(C(C)(C)N)CC1,1
739,C/C=C1\[C@H]2C=C(C)C[C@]1(N)c1ccc(=O)[nH]c1C2,0
1771,CC(C)(CC(=O)O)C(=O)O,0
2666,CCOc1ccc2c(c1)C(C)CC(C)(C)N2,1
592,CN1CCCC1,0
4460,O=C(O)CC(C(=O)O)C(CC(=O)O)C(=O)O,0
4546,O=c1[nH]c2ccccc2o1,0
1345,CCCCCCOC(=O)c1ccc(O)cc1,1
4953,CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,1
3788,O=C1O[Pt]2(N[C@@H]3CCCC[C@H]3N2)OC1=O,1
4615,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1
569,CC1(C)Oc2ccc(C#N)cc2[C@@H](N2CCCC2=O)[C@@H]1O,0
2457,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,1
1652,CC(=O)O,0
4425,CCCCCCC1CCC(=O)O1,0
3649,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,0
1637,CNC(=O)Oc1ccccc1OC(C)C,0
1070,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,0
3776,NC(=S)NC(N)=S,1
56,NC(=O)c1ccccc1,0
287,O=C=Nc1ccc(Cl)cc1,1
1239,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1,0
4517,C#CCN(C)Cc1ccccc1,0
1156,O=CC=C(c1ccccc1)c1ccccc1,1
4200,CCCCCCCCS(=O)C(C)Cc1ccc2c(c1)OCO2,1
930,Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1,0
2792,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,1
5049,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,1
3613,C=CC(C)(O)CC/C=C(\C)CC,0
1282,CCCOC(C)=O,0
4530,CC(C)N1C(=O)c2ccccc2C1=O,0
2881,Clc1ccc(C(Cl)(Cl)Cl)cn1,1
3372,C=C(C)C(=O)OCCCCCCOC(=O)C(=C)C,1
3109,C=CS(=O)(=O)[O-],0
2887,CCN(C(=O)N(CC)c1ccccc1)c1ccccc1,1
2647,CC(CCl)OC(C)CCl,0
4704,O=C(CS)OCCOC(=O)CS,1
135,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0
3467,FC(F)(F)c1ccc(Cl)c(Cl)c1,0
2601,O=S(=O)(O)c1ccc2[nH]c(-c3ccccc3)nc2c1,0
1064,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,1
1546,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1,1
2357,Clc1ccc(C(c2ccccc2Cl)C(Cl)(Cl)Cl)cc1,1
2780,c1cc2c3c(cccc3c1)CC2,0
3248,CN(N=O)c1ccc([N+](=O)[O-])cc1,1
4114,CC[N+](=O)[O-],0
2739,CC(C)OC(C)C,0
1389,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,0
3964,Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)CCC2,0
1329,C=CCC1([C@H](C)CCC)C(=O)NC(=O)NC1=O,0
4147,CCCCCCCCCCC1CO1,0
3121,C[C@]12C(=O)OC(=O)[C@@]1(C)C1CCC2O1,1
4192,CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,1
1153,O=C1c2ccccc2C(=O)c2cc(Cl)ccc21,1
4693,N#CCCCCC#N,0
2415,COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,0
2566,CCCCCCCCCCCCc1ccccc1,0
5033,C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,1
4031,C=CCOC(=O)CCC1CCCCC1,0
654,CC(NNC(=O)c1ccccc1)c1ccccc1,1
3829,COc1nc(C)nc(Cl)c1NC1=NCCN1,1
331,ClCCCCl,0
5174,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,1
772,FC(F)(F)C(=NOCC1OCCO1)c1ccc(Cl)cc1,0
3045,C=CC(=O)OCCCCCCCC,0
4529,CC(=O)OCCc1ccccc1,0
3157,CC(C)C(=O)c1c(C(C)C)nn2ccccc12,0
3465,CN(C)c1ccc(Cc2ccc(N(C)C)cc2)cc1,1
3593,COc1nn(C(=O)[N-]S(=O)(=O)c2ccccc2OC(F)(F)F)c(=O)n1C,0
2751,c1coc(Cn2cccc2)c1,0
1425,CCCCCC[n+]1ccccc1,1
2555,CCCCOC(CC)OC(C)COC(O)CC,0
4468,CC12CCC(C1)C(C)(C)C2O,0
2464,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1,0
3365,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,1
2632,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1
2665,O=C(NCc1cccnc1)Nc1ccc([N+](=O)[O-])cc1,1
2300,CCNC(=O)NCc1cccc(Cl)c1,0
3393,CCOc1cc(-c2nccc3cc(OC)c(OC)cc23)cc(OCC)c1OCC,1
4569,CCCOCCOCCOCCO,0
1762,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,0
1400,COC(=O)c1sccc1S(N)(=O)=O,0
792,CCCCOC(=O)c1ccccc1C(=O)OCCCC,1
1940,CC(C)COC(=O)COc1ccc(Cl)cc1Cl,0
340,NNc1nc(-c2ccc(N)cc2)cs1,1
1300,NS(=O)(=O)O,0
2700,C[C@H]1[C@H]2[C@@H](O[C@]13CC[C@@H](C)CO3)[C@@H](O)[C@H]1[C@@H]3CC[C@H]4C[C@@H](O[C@@H]5O[C@H](CO)[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]12C,1
2381,O=C(CC(=O)C(F)(F)F)c1ccccc1,1
2530,COc1ccc(CCN(C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,0
3280,CCc1ccccc1,0
901,Cc1cccc(C)c1,1
2092,Cc1cc(C)c(C(=O)O)c(C)c1,0
4145,O=C([O-])C(Cl)(Cl)Cl,0
4560,COCC(=O)O,0
1089,CC(C)(C)c1ccccc1,0
4761,O=S(=O)(O)F,0
5031,C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,1
462,C[N+](C)(C)CC(=O)[O-],0
3395,Cc1nc(-c2ccc(Cl)cc2)oc1COC(C)(C)C(=O)O,1
1626,O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Nc1ncc(C(F)(F)F)cc1Cl,1
1428,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1
2902,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,1
4092,N=C(N)NCCCCNC(=N)N,1
761,CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,0
2101,C#C[C@]1(OC(=O)CCCCCC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,1
1533,CN(C1CCCCC1)C1CCCCC1,0
4797,N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,1
3934,O=c1[nH]sc2cc(Cl)ccc12,1
600,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,1
3949,CN(C)c1nc(N(C)C)nc(N(C)C)n1,0
1681,CO[C@H]1[C@H]([C@]2(C)O[C@@H]2CC=C(C)C)[C@]2(CC[C@H]1OC(=O)NC(=O)CCl)CO2,1
2576,CCCCCCCCCC(=O)NO,1
4343,Cn1c(=O)c2c(ncn2C)n(C)c1=O,1
1912,O=C(C=Cc1ccccc1)OCC=Cc1ccccc1,1
3988,[Co+2].c1cc[cH-]c1.c1cc[cH-]c1,1
2520,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,1
5118,Cc1cccc(Cl)c1,0
5244,C=CCOCC(CO)(COCC=C)COCC=C,0
656,[TlH2+],1
2928,CC(C)(C)C(=O)C(Cl)Cl,0
295,O=S(=O)([O-])c1cccc2ccccc12,0
3883,CC(C)(O)c1cnn2c(-c3ccc(F)c(-c4c(F)cccc4C#N)c3)cnc2n1,1
973,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,1
1049,CC(=O)OCCOC(C)=O,0
1323,COc1ccccc1N,1
5179,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0
4292,CCCC=C(C=O)CC,0
13,CC(C)(C)CC(C)(C)N,0
3827,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1
650,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,1
1122,N=C(N)NC(=N)NCCc1ccccc1,1
1366,CCC(C)CCCC(C)(C)O,1
2238,Cc1cc(C)c(C)cc1C,0
3402,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,1
1631,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,1
4293,C=CC(=O)OCC(CC)CCCC,0
1924,C[N+](C)(C)CCCCCC[N+](C)(C)C,0
1124,C=CCNC(N)=S,0
3766,CCN(CC)C(=O)c1cccc(C)c1,1
1430,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,0
4799,CCN(CC)CCc1nc(-c2ccccc2)no1.O=C(O)CC(O)(CC(=O)O)C(=O)O,1
4028,COC1=CC(=O)O[C@@H](/C=C/c2ccccc2)C1,1
2574,C[C@]12Cc3nonc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,1
673,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,1
3486,Cc1nnc2n1-c1sc(CCc3ccc(CC(C)C)cc3)cc1C(c1ccccc1Cl)=NC2C,1
4989,O=C(O)COc1ccc(Cl)cc1,0
445,ClCCCCCCCl,0
3067,O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1,1
4919,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,0
4008,CC(C)CC(=O)CC(C)C,1
51,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,1
3783,C[Sn](Cl)(Cl)Cl,0
743,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,0
1893,CC(=O)Nc1ccc(N)cc1,0
519,CCN(CC)c1ccc2c(C)cc(=O)oc2c1,1
3013,O=C1C(=Cc2cccs2)CCCC1=Cc1cccs1,1
3111,O=C(Oc1cccc2cccnc12)c1ccccc1,1
4862,COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H](O)[C@@H]3Cc5cc(C)c(OC)c(O)c5[C@H]([C@H]21)N3C)OCO4,1
57,O=C1C(N(CO)C(=O)NCO)N(CO)C(=O)N1CO,0
4476,Fc1ccc(Br)cc1,0
4830,CC/C=C\CCOC(=O)CC,0
5248,COc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,1
2270,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1
2096,C=C(C)C(=O)OCC,0
3360,CC(C)OC(=S)[S-],1
648,Nc1c2c(nc3c1CCC3)CCCC2,0
1220,CC(=O)c1ccc(C)cc1,0
1698,Nc1cc(Cl)ccc1O,1
3335,O=Cc1ccc(F)c(Br)c1,0
4754,F[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,1
918,Cc1ccc2c(c1N)C(=O)c1ccccc1C2=O,1
2335,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)[O-],1
4411,O=CN1CCCCC1,0
768,Cc1ccccc1C,0
885,CC1(C)CCC(C)(C)c2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc21,1
3239,CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](c3ccccc3)S(=O)(=O)[O-])C(=O)N2[C@H]1C(=O)[O-],0
1951,C(CCOCC1CO1)COCC1CO1,1
2988,Nc1cc(C(=O)O)ccc1Cl,0
1706,CC/C=C\CCO,0
4401,Nc1nc2ccccc2s1,1
4636,CCOP(=O)(Cl)Cl,0
1573,O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1,0
493,C=CC(=O)OCCOc1ccccc1,1
2698,O=C1/C(=C2\Nc3ccccc3C2=O)Nc2ccccc21,1
186,CNC(=O)/C=C(\C)OP(=O)(OC)OC,0
1952,CCCC=NO,0
2367,CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1
1415,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,1
555,COC(=O)c1cccc(Cl)c1,0
3491,O=C(CC(=O)c1ccccc1)c1ccccc1,1
1311,CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,0
805,CC(C)(O)C#CC(C)(C)O,0
3193,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1,1
2741,CNC(=S)NC,0
2273,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1,0
803,C1CCCNCCC1,0
3458,Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCC3)c1,1
2206,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0
1941,CCOC(=O)C=CC(=O)O,1
4855,C=CCN(CC=C)CC=C,1
4502,Nc1ccc2ccccc2c1,1
3277,c1ccc2[nH]ccc2c1,1
945,Cc1ccc(C)cc1,0
5003,CC(C)(C)c1cccc(C(C)(C)C)c1O,1
3459,CC(=O)OCC(=O)Nc1cc(C#N)cc(NC(=O)COC(C)=O)c1Cl,0
1713,CCC(Cl)CC(Cl)C(Cl)C(Cl)C(Cl)C(C)Cl,1
3642,C=CCO,0
4807,CCCCN1C=CN(C)C1,0
3294,CN(C)c1ccc(C=O)cc1,1
3120,CCCCCCCCCCCCCCCC[N+](C)(C)CC,1
1670,CN1CCOCC1,0
2211,CCCn1cc[n+](C)c1.F[B-](F)(F)F,0
2815,O=C(c1ccccc1)C(O)c1ccccc1,0
2219,CC(C)=CCC/C(C)=C/C=C\C(C)=C\C=C\C(C)=C\C=C/C=C(C)/C=C/C=C(C)/C=C\C=C(/C)CCC=C(C)C,1
4779,COC(=O)c1ccccc1C,0
6,Cl/C=C\C[N+]12CN3CN(CN(C3)C1)C2,1
2797,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,1
438,CCCN(CCC)N=O,0
4699,O=C1c2ccccc2C(=O)N1SC1CCCCC1,1
4677,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,1
3956,Oc1ncnc2[nH]ncc12,0
5124,C[N+]1(C)CCCCC1,0
5112,CC(C)(C)NSc1nc2ccccc2s1,1
2463,CC[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)C[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,1
1060,CCCCCCCCCCCCCCCCI,0
3237,c1ccc(CCCc2ccncc2)cc1,1
4935,O=C(O)C(Cc1cc(I)c(O)c(I)c1)c1ccccc1,1
4243,CCOc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],1
181,CCCCN(CCCC)C(=S)SSC(=S)N(CCCC)CCCC,1
3530,C=CC(=O)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,1
4377,C[N+](C)(C)CC(O)CC(=O)[O-],0
4548,CC(=O)OCC(COC(C)=O)OC(C)=O,1
392,c1ccc(CN(Cc2ccccc2)Cc2ccccc2)cc1,1
2142,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
1449,O=C1NC(=O)C2CC=CCC12,0
3370,CC[N+](CC)(CC)CC,0
4658,CCCCC(CC)COC(=O)c1ccc(N(C)C)cc1,1
4473,CC(O)CN(CCCN(C)C)CCCN(C)C,0
3304,OCCOCCOCCOCCOCCO,0
1556,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,1
1522,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,1
3223,O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1,1
732,COC(=O)CCSCCC(=O)OC,1
24,CCCCCCCC/C=C\CCCCCCCC(=O)OC(CO)CO,1
3992,COC(OC)C(C)c1ccccc1,0
2068,Cn1c(=O)c2[nH]cnc2n(C)c1=O,1
5095,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,1
3834,C[C@@H](Cc1ccc(O)c(O)c1)[C@H](C)Cc1ccc(O)c(O)c1,1
3810,O=C(O)CNC(=O)c1ccc([N+](=O)[O-])cc1,1
4148,CCC(CC)C(=O)O,0
2080,O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1,0
1451,O=C1NC(=O)c2ccccc21,0
3774,CC(C)(C)CC(C)(C)c1ccccc1O,1
3222,CCC(O)OCCCOC,0
3160,O=C1[N-]C(=O)c2ccccc21,0
2256,Cl[Zr](Cl)(C1=CC=CC1)C1C=CC=C1,0
4921,CCCCOCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,0
3946,CCCCCCOc1ccc(N)cc1,1
3832,CC12CC3CC(C)(C1)CC(N)(C3)C2,0
767,O=C1c2ccccc2-c2n[nH]c3cccc1c23,1
2044,CCC(C)(C)c1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)CC)c1,0
2681,Nc1cccc(C(F)(F)F)c1,0
4051,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O,1
3167,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,1
3003,O=C(O)COc1ccccc1,0
2133,CC(C/N=C/c1ccccc1O)/N=C/c1ccccc1O,1
3895,COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC,1
740,COc1cc(C)ccc1C(C)C,0
594,CC(=O)Nc1cc([As](=O)(O)O)ccc1O,0
459,N#CC(C#N)=C(C#N)C#N,1
3233,COC(=O)/C=C\C(=O)OC,1
3537,CCc1ccc(C=O)cc1,0
2269,C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1
5067,CN=C=S,0
1201,O=S(=O)([O-])CO,0
3450,Nc1ccc(O)c([N+](=O)[O-])c1,1
471,C=CC(=O)NCNC(=O)C=C,1
2653,Cc1ccc(O)c(-n2nc3ccccc3n2)c1,1
3851,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,0
2325,CCCCCCCC[Sn](Cl)(Cl)CCCCCCCC,1
1288,Cl[Yb](Cl)Cl,0
3153,C=C1C(=O)O[C@H]2[C@H]1CCC(C)=CCC[C@@]1(C)O[C@@H]21,1
4773,C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,1
2660,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,1
3300,COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C,1
104,CC[C@H](C)[C@@H](C(=O)O)n1sc2ccccc2c1=O,1
952,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,1
4526,OCCOc1cccc(OCCO)c1,0
5238,CS(=O)(=O)c1ccc(Cl)cc1,0
1226,Oc1ccc(Nc2ccccc2)cc1,1
1683,CCCCCCC(C)OC(=O)COc1nc(F)c(Cl)c(N)c1Cl,1
4709,COC(=O)COc1ccc(Cl)cc1Cl,0
3272,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,1
1568,CC(C)c1ccc(S(=O)(=O)O)cc1,0
4358,CCCCCCCCCCCCCCCCCl,0
4235,CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,1
3411,CC(=O)CCc1ccc2c(c1)OCO2,0
3658,C=CC(=O)OCC(C)C,0
5162,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0
2338,CCO[C@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,1
4133,Cc1ccc(S(=O)(=O)[O-])cc1.[Na+],0
1380,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,1
915,COc1ccc(C(=O)N2CCCC2=O)cc1,0
1992,CCOC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OCC,1
2470,CCCCCCCCN(C)C,0
2688,c1ccc(C[n+]2cccc3ccccc32)cc1,1
4143,COC(C)(C)CCC[C@H](C)C/C=C/C(C)=C/C(=O)OC(C)C,1
5044,[O-]c1ccccc1-c1ccccc1,1
3438,CCCCCCCCCCCC(C)=O,1
166,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,1
4290,O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O,0
2323,CC(C)[C@]12CC(=O)[C@H](C)[C@H]1C2,0
3022,Clc1cc(Cl)c2c(c1)N=C1CCCCCN1C2,1
1207,O=C(OCc1ccccc1)c1ccccc1O,1
921,Nc1c(Br)cc(Br)c2c1C(=O)c1ccccc1C2=O,1
924,c1ccc2c(CCC3CCNCC3)c[nH]c2c1,1
1809,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0
3581,COc1ccccc1OCC(O)CO,0
5156,Clc1cc(C(Cl)(Cl)Cl)cnc1Cl,1
1968,O=C[O-],0
80,CC1=C(CC=O)C(C)(C)CCC1,0
3033,CCOCCO,0
263,Oc1ccc(Cl)cc1Cc1ccccc1,1
4815,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,1
722,c1ccc2[nH]cnc2c1,0
1327,O=C1c2ccccc2C(=O)c2ccccc21,1
1008,Cc1ccc(S(=O)(=O)N[C@@H](CCCCN)C(=O)CCl)cc1,1
3755,ClC/C=C/CCl,1
5247,O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)[N-]1,1
126,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,1
2235,O=C(OC(=O)c1ccccc1)c1ccccc1,0
3784,C=CCS(=O)(=O)[O-],0
3753,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1
2431,Nc1ccc(C(=O)OCCCOC(=O)c2ccc(N)cc2)cc1,1
940,CC(C)(c1cc(Cl)c(O)c(Cl)c1)c1cc(Cl)c(O)c(Cl)c1,1
905,CC(C)CCON=O,0
187,Cc1occc1SSc1ccoc1C,1
501,C(COCC1CO1)OCC1CO1,1
3853,C=C(C)C(=O)OCCOc1ccccc1,1
764,CC(C)c1ccc(O)c(C(C)C)c1,1
4703,CCOc1ccc(NC(=O)CC(C)=O)cc1,1
4800,COc1ccc(C=O)cc1,0
2296,CCCCCCCCCCCCn1cc[n+](C)c1,1
5037,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,1
4938,O=C(O)c1ccccc1-c1ccc(C(F)(F)F)cc1,1
2488,O=C(CN1CCNCC1)NC1CCCCC1,0
3559,NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1
576,Nc1ccc2ccccc2c1S(=O)(=O)O,1
3021,CCc1nn(C2CCCCC2)c2cc([C@]3(C#N)CC[C@@H](C(=O)O)CC3)ccc12,1
1919,CC(O)C1CCCCC1,0
4267,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,0
272,Nc1ccccc1C(=O)OCCc1ccccc1,1
386,COc1cc(C=C2CCCC(=Cc3ccc(O)c(OC)c3)C2=O)ccc1O,1
2459,COCC(=O)N(c1c(C)cccc1C)N1CCOC1=O,0
1542,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1,1
4316,C/C=C(C)/C=C/C=C(C)C,1
2718,CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0
2103,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,1
4770,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,1
1883,C=Cc1ccc(OC(C)=O)cc1,1
1942,CCN1C(=CC=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21,1
1860,CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,1
3888,Cc1cccc(C)c1NC1=NCCCS1,0
